Waypoints
Date,Name,Latitude,Longitude,Altitude (m),Notes
2025-10-02T17:03:44Z,Start,33.78677, -84.39207,270.75832748413086,"",""
2025-10-02T18:19:10Z,End,33.78651, -84.39207,270.5471465084702,"",""
Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
2025-10-02T17:39:40Z,2025-10-02T13:39:40Z,2154.9903720617294,33.79114, -84.39508,34.46949055944672,278.1876193592325,17.532892823274473,2753.03306849308,1.5300278448833755,1.256580375819258,189.2342959802618,225.05250549316406,230.6673583984375,11.726282119750977,-23.323274341670974,0.0
2025-10-02T17:39:49Z,2025-10-02T13:39:49Z,2163.9942079782486,33.79105, -84.39505,28.25989035108824,276.7033792817965,15.580501841506004,2764.092734135855,1.1046041416520231,1.3534572995051295,194.7086148289617,175.58648681640625,181.2013397216797,11.924327850341797,-14.278217259220286,0.0
2025-10-02T17:40:03Z,2025-10-02T13:40:03Z,2176.9891999959946,33.79095, -84.39503,19.758806773227512,275.64327709842473,12.56415072035504,2774.8261693470495,0.9703871011808888,1.1007268902974985,187.86636928936284,207.5467987060547,213.16165161132812,11.79962158203125,-9.010688110861455,0.0
2025-10-02T17:40:15Z,2025-10-02T13:40:15Z,2188.9858820438385,33.79086, -84.39498,14.415994132931658,272.9142849063501,6.12607671381368,2785.7703912505044,0.9985332557732269,1.1496452755628102,166.99133558397457,181.81405639648438,187.4289093017578,11.456193923950195,-11.833554942699585,0.0
2025-10-02T17:40:24Z,2025-10-02T13:40:24Z,2197.9888550043106,33.79078, -84.39493,10.408896942872671,270.08339914586395,4.525214614815558,2796.101072965558,0.924853217806754,1.4719092742193371,160.343206552075,186.0260467529297,191.64089965820312,11.579948425292969,-4.157924121364149,0.0
2025-10-02T17:40:30Z,2025-10-02T13:40:30Z,2203.9878920316696,33.79069, -84.39496,9.016382718674967,268.7927288748324,4.6888191548542855,2806.7926724361296,1.6070534387383155,1.5308436478808822,194.85260994269345,183.89674377441406,189.5115966796875,11.620874404907227,-5.859354476652554,0.0
2025-10-02T17:40:37Z,2025-10-02T13:40:37Z,2210.9894740581512,33.79059, -84.39496,8.1451515849161,268.75147662777454,4.057440293223854,2817.741792169408,1.4556741135045799,1.5551749482639787,185.0506330490284,183.89674377441406,189.5115966796875,11.620874404907227,-7.995634950284383,0.0
2025-10-02T17:40:43Z,2025-10-02T13:40:43Z,2216.988095998764,33.79049, -84.39496,7.491612154814374,267.97190687060356,3.9893176132980837,2828.403065896599,1.5092779467524695,1.8918970732867957,185.46759060150217,183.89674377441406,189.5115966796875,11.620874404907227,-12.395223171364114,0.0
2025-10-02T17:40:48Z,2025-10-02T13:40:48Z,2221.9902200698853,33.79042, -84.39502,6.6035483778610695,268.28217784967273,3.971962701170424,2838.5451727300947,1.4134953680423252,1.8524231441138375,211.7375652272613,183.89674377441406,189.5115966796875,11.620874404907227,-292.74272270898604,0.0
2025-10-02T17:40:53Z,2025-10-02T13:40:53Z,2227.9906569719315,33.79032, -84.39503,5.921893474640141,269.4659557696432,4.00656927705133,2848.7627966008818,1.5358951493208084,1.8230350876323118,182.86590114942138,154.42349243164062,160.03834533691406,11.36803150177002,130.41501151071537,0.0
2025-10-02T17:41:00Z,2025-10-02T13:41:00Z,2234.986163020134,33.79022, -84.39503,5.471732872079325,269.67834892403334,4.023285014873957,2860.1404417117483,1.4623014358442217,1.6178227134123617,182.92703734865862,212.53294372558594,218.14779663085938,11.381608963012695,17.010449919456295,0.0
2025-10-02T17:41:10Z,2025-10-02T13:41:10Z,2244.9860470294952,33.79018, -84.39514,4.83282522230365,270.433980983682,3.2710144483631995,2870.918255550737,1.3992718094058134,0.8869739065403559,272.0752379116459,310.884033203125,316.4989013671875,11.302139282226562,36.356518645111514,0.0
2025-10-02T17:41:17Z,2025-10-02T13:41:17Z,2251.9869430065155,33.79019, -84.39526,5.482629236516643,270.68303465656936,3.4239337743876184,2881.64877152683,1.0880286492755467,1.5277549402126016,296.5872128514809,346.72467041015625,352.33953857421875,11.331364631652832,37.26947842736541,0.0
2025-10-02T17:41:26Z,2025-10-02T13:41:26Z,2260.9865770339966,33.79029, -84.39529,5.903017058767442,267.543424192816,3.557416712954686,2893.1187947226604,1.0851855968883968,0.9759613977323301,10.25631311648524,5.00424337387085,10.619100570678711,11.287961959838867,-8.006869591746758,0.0
2025-10-02T17:41:35Z,2025-10-02T13:41:35Z,2269.9880779981613,33.79039, -84.39526,5.898265435145928,268.9816436842084,3.864638907820646,2904.643928733135,0.527184955678908,1.4153047460841297,38.01662538879583,9.730775833129883,15.345633506774902,11.285801887512207,-11.916756869056163,0.0
